word,trans,kk,level
last,最後的；持續, /læst/,1
late,晚的；遲到的, /let/,1
later,稍後, /ˈletɚ/,1
laugh,大笑, /læf/,1
lead,領導；帶領, /lid/,1
leader,領袖, /ˈlidɚ/,1
learn,學習, /lɝn/,1
least,最少的, /list/,1
leave,離開；留下, /liv/,1
left,左邊, /lɛft/,1
leg,腿, /lɛɡ/,1
lemon,檸檬, /ˈlɛmən/,1
lend,借出, /lɛnd/,1
less,較少的, /lɛs/,1
lesson,課；教訓, /ˈlɛsn/,1
let,讓, /lɛt/,1
letter,信；字母, /ˈlɛtɚ/,1
lettuce,萵苣, /ˈlɛtəs/,1
library,圖書館, /ˈlaɪbrɛri/,1
lie,躺；說謊, /laɪ/,1
life,生活；生命, /laɪf/,1
light,光；輕的, /laɪt/,1
like,喜歡；像, /laɪk/,1
line,線；排隊, /laɪn/,1
lion,獅子, /ˈlaɪən/,1
lip,嘴唇, /lɪp/,1
list,清單, /lɪst/,1
listen,聽, /ˈlɪsn/,1
little,小的；少的, /ˈlɪtl/,1
live,居住；活的, /lɪv/,1
living room,客廳, /ˈlɪvɪŋ rum/,1
lonely,孤獨的, /ˈlonli/,1
long,長的, /lɔŋ/,1
look,看；看起來, /lʊk/,1
lose,失去；輸掉, /luz/,1
loud,大聲的, /laʊd/,1
love,愛, /lʌv/,1
lovely,可愛的, /ˈlʌvli/,1
low,低的, /lo/,1
lucky,幸運的, /ˈlʌki/,1
lunch,午餐, /lʌntʃ/,1
machine,機器, /məˈʃin/,1
magic,魔法, /ˈmædʒɪk/,1
mail,郵件, /mel/,1
mailman,郵差, /ˈmelˌmæn/,1
make,製造；使得, /mek/,1
man,男人, /mæn/,1
many,許多的, /ˈmɛni/,1
map,地圖, /mæp/,1
march,三月, /mɑrtʃ/,1
mark,標記；分數, /mɑrk/,1
market,市場, /ˈmɑrkɪt/,1
married,已婚的, /ˈmærɪd/,1
math,數學, /mæθ/,1
matter,事情；要緊, /ˈmætɚ/,1
may,可能；可以, /me/,1
maybe,也許, /ˈmebi/,1
meal,餐, /mil/,1
mean,意思是；惡劣的, /min/,1
meat,肉類, /mit/,1
medicine,藥物, /ˈmɛdəsɪn/,1
medium,中等的, /ˈmidiəm/,1
meet,遇見, /mit/,1
meeting,會議, /ˈmitɪŋ/,1
member,成員, /ˈmɛmbɚ/,1
memory,記憶, /ˈmɛməri/,1
men,男人（複數）, /mɛn/,1
menu,菜單, /ˈmɛnju/,1
mile,英哩, /maɪl/,1
milk,牛奶, /mɪlk/,1
million,百萬, /ˈmɪljən/,1
mind,介意；心智, /maɪnd/,1
mine,我的（所有格代名詞）, /maɪn/,1
minute,分鐘, /ˈmɪnɪt/,1
miss,想念；錯過；小姐, /mɪs/,1
mistake,錯誤, /mɪˈstek/,1
modern,現代的, /ˈmɑdɚn/,1
mom/mommy,媽媽, /mɑm/ /ˈmɑmi/,1
monday,星期一, /ˈmʌnde/,1
money,錢, /ˈmʌni/,1
monkey,猴子, /ˈmʌŋki/,1
month,月份, /mʌnθ/,1
moon,月亮, /mun/,1
more,更多的, /mɔr/,1
morning,早上, /ˈmɔrnɪŋ/,1
mop,拖把, /mɑp/,1
most,最多的；大部分, /most/,1
mother,母親, /ˈmʌðɚ/,1
motorcycle,摩托車, /ˈmotɚˌsaɪkl/,1
mountain,高山, /ˈmaʊntn/,1
mouse,老鼠, /maʊs/,1
mouth,嘴巴, /maʊθ/,1
move,移動；搬家, /muv/,1
movie,電影, /ˈmuvi/,1
mr.,先生, /ˈmɪstɚ/,1
mrs.,太太, /ˈmɪsɪz/,1
ms.,女士, /mɪz/,1
much,許多（不可數）, /mʌtʃ/,1
mud,泥巴, /mʌd/,1
museum,博物館, /mjuˈziəm/,1
music,音樂, /ˈmjuzɪk/,1
must,必須, /mʌst/,1
name,名字, /nem/,1
national,國家的, /ˈnæʃənəl/,1
near,靠近, /nɪr/,1
neck,脖子, /nɛk/,1
need,需要, /nid/,1
never,從不, /ˈnɛvɚ/,1
new,新的, /nju/,1
news,新聞, /njuz/,1
newspaper,報紙, /ˈnjuzˌpepɚ/,1
next,下一個, /nɛkst/,1
nice,美好的；好的, /naɪs/,1
night,夜晚, /naɪt/,1
nine,九, /naɪn/,1
nineteen,十九, /ˌnaɪnˈtin/,1
ninety,九十, /ˈnaɪnti/,1
no,不, /no/,1
nobody,沒有人, /ˈnoˌbɑdi/,1
noodle,麵條, /ˈnudl/,1
noon,中午, /nun/,1
north,北方, /nɔrθ/,1
nose,鼻子, /noz/,1
not,不, /nɑt/,1
notebook,筆記本, /ˈnotˌbʊk/,1
nothing,沒有東西, /ˈnʌθɪŋ/,1
notice,注意；公告, /ˈnotɪs/,1
november,十一月, /noˈvɛmbɚ/,1
now,現在, /naʊ/,1
number,數字, /ˈnʌmbɚ/,1
nurse,護士, /nɝs/,1
o'clock,點鐘, /əˈklɑk/,1
october,十月, /ɑkˈtobɚ/,1
of,的, /ʌv/,1
off,關閉；離開, /ɔf/,1
office,辦公室, /ˈɔfɪs/,1
officer,官員；警察, /ˈɔfəsɚ/,1
often,經常, /ˈɔfən/,1
oil,油, /ɔɪl/,1
ok,好的, /oˈke/,1
old,老的；舊的, /old/,1
on,在...上面, /ɑn/,1
once,一次；曾經, /wʌns/,1
one,一, /wʌn/,1
onion,洋蔥, /ˈʌnjən/,1
only,只有, /ˈonli/,1
open,打開, /ˈopən/,1
or,或者, /ɔr/,1
orange,柳橙；橘色的, /ˈɔrɪndʒ/,1
order,點餐；命令；順序, /ˈɔrdɚ/,1
other,其他的, /ˈʌðɚ/,1
out,外面, /aʊt/,1
outside,在外面, /ˌaʊtˈsaɪd/,1
over,在...上方；結束, /ˈovɚ/,1
own,自己的, /on/,1
pack,打包, /pæk/,1
package,包裹, /ˈpækɪdʒ/,1
page,頁, /pedʒ/,1
paint,繪畫；油漆, /pent/,1
pair,一雙；一對, /pɛr/,1
paper,紙張, /ˈpepɚ/,1
pardon,原諒, /ˈpɑrdn/,1
parent,雙親之一, /ˈpɛrənt/,1
park,公園；停車, /pɑrk/,1
part,部分, /pɑrt/,1
party,派對, /ˈpɑrti/,1
pass,通過；傳遞, /pæs/,1
past,過去的, /pæst/,1
pay,付款, /pe/,1
pea,豌豆, /pi/,1
peach,桃子, /pitʃ/,1
pear,梨子, /pɛr/,1
pen,鋼筆, /pɛn/,1
pencil,鉛筆, /ˈpɛnsəl/,1
people,人們, /ˈpipəl/,1
percent,百分之..., /pɚˈsɛnt/,1
perhaps,或許, /pɚˈhæps/,1
person,人, /ˈpɝsn/,1
pet,寵物, /pɛt/,1
phone,電話, /fon/,1
photo,照片, /ˈfoto/,1
piano,鋼琴, /piˈæno/,1
pick,挑選；採摘, /pɪk/,1
picnic,野餐, /ˈpɪknɪk/,1
picture,圖畫；照片, /ˈpɪktʃɚ/,1
pie,派, /paɪ/,1
piece,一片；一塊, /pis/,1
pig,豬, /pɪɡ/,1
pin,大頭針, /pɪn/,1
pink,粉紅色的, /pɪŋk/,1
pipe,水管；煙斗, /paɪp/,1
pizza,披薩, /ˈpizə/,1
place,地方, /ples/,1
plan,計畫, /plæn/,1
plane,飛機, /plen/,1
planet,行星, /ˈplænɪt/,1
plant,植物；種植, /plænt/,1
plastic,塑膠, /ˈplæstɪk/,1
plate,盤子, /plet/,1
play,玩；演奏；戲劇, /ple/,1
player,玩家；選手, /ˈpleɚ/,1
playground,操場, /ˈpleˌɡraʊnd/,1
please,請, /pliz/,1
pleased,高興的, /plizd/,1
pocket,口袋, /ˈpɑkət/,1
point,點；指著, /pɔɪnt/,1
police,警察, /pəˈlis/,1
polite,有禮貌的, /pəˈlaɪt/,1
poor,貧窮的；可憐的, /pʊr/,1
popcorn,爆米花, /ˈpɑpˌkɔrn/,1
popular,受歡迎的, /ˈpɑpjəlɚ/,1
pork,豬肉, /pɔrk/,1
possible,可能的, /ˈpɑsəbl/,1
post,郵寄；貼文, /post/,1
post office,郵局, /post ˈɔfɪs/,1
postcard,明信片, /ˈpostˌkɑrd/,1
pot,鍋子, /pɑt/,1
potato,馬鈴薯, /pəˈteto/,1
pound,磅（重量單位）, /paʊnd/,1
practice,練習, /ˈpræktɪs/,1
prepare,準備, /prɪˈpɛr/,1
present,禮物；出席的, /ˈprɛznt/,1
pretty,漂亮的；相當地, /ˈprɪti/,1
price,價格, /praɪs/,1
problem,問題, /ˈprɑbləm/,1
program,節目；程序, /ˈproɡræm/,1
proud,驕傲的, /praʊd/,1
public,公眾的, /ˈpʌblɪk/,1
pull,拉, /pʊl/,1
pumpkin,南瓜, /ˈpʌmpkɪn/,1
puppy,小狗, /ˈpʌpi/,1
purple,紫色的, /ˈpɝpl/,1
push,推, /pʊʃ/,1
put,放置, /pʊt/,1
quarter,四分之一；15分鐘, /ˈkwɔrtɚ/,1
queen,女王, /kwin/,1
question,問題, /ˈkwɛstʃən/,1
quick,快的, /kwɪk/,1
quiet,安靜的, /ˈkwaɪət/,1
quite,相當地, /kwaɪt/,1
rabbit,兔子, /ˈræbɪt/,1
race,賽跑；種族, /res/,1
radio,收音機, /ˈredio/,1
railway,鐵路, /ˈrelˌwe/,1
rain,下雨；雨水, /ren/,1
rainbow,彩虹, /ˈrenˌbo/,1
rainy,下雨的, /ˈreni/,1
raise,舉起；撫養, /rez/,1
rat,大老鼠, /ræt/,1
read,閱讀, /rid/,1
ready,準備好的, /ˈrɛdi/,1
real,真實的, /riəl/,1
receive,收到, /rɪˈsiv/,1
red,紅色的, /rɛd/,1
refrigerator/fridge,冰箱, /rɪˈfrɪdʒəˌretɚ/ /frɪdʒ/,1
remember,記住, /rɪˈmɛmbɚ/,1
repeat,重複, /rɪˈpit/,1
rest,休息；其餘部分, /rɛst/,1
restaurant,餐廳, /ˈrɛstərənt/,1
result,結果, /rɪˈzʌlt/,1
rice,米飯, /raɪs/,1
rich,有錢的, /rɪtʃ/,1
ride,騎；搭乘, /raɪd/,1
right,右邊；正確的, /raɪt/,1
ring,戒指；響起, /rɪŋ/,1
river,河流, /ˈrɪvɚ/,1
road,道路, /rod/,1
robot,機器人, /ˈrobɑt/,1
rock,岩石；搖滾樂, /rɑk/,1
roller skating,溜冰, /ˈrolɚ ˈsketɪŋ/,1
roof,屋頂, /ruf/,1
room,房間；空間, /rum/,1
rope,繩子, /rop/,1
rose,玫瑰花, /roz/,1
round,圓的, /raʊnd/,1
row,划船；一排, /ro/,1
rub,摩擦, /rʌb/,1
ruler,尺；統治者, /ˈrulɚ/,1
run,跑步, /rʌn/,1
sad,難過的, /sæd/,1
safe,安全的；保險箱, /sef/,1
sail,航行, /sel/,1
salad,沙拉, /ˈsæləd/,1
sale,特賣；出售, /sel/,1
salt,鹽, /sɔlt/,1
same,相同的, /sem/,1
sandwich,三明治, /ˈsændwɪtʃ/,1
saturday,星期六, /ˈsætɚde/,1
save,拯救；儲存, /sev/,1
say,說, /se/,1
scared,感到害怕的, /skɛrd/,1
school,學校, /skul/,1
sea,海洋, /si/,1
search,搜尋, /sɝtʃ/,1
season,季節, /ˈsizn/,1
seat,座位, /sit/,1
second,第二；秒, /ˈsɛkənd/,1
secretary,秘書, /ˈsɛkrəˌtɛri/,1
see,看見, /si/,1
seed,種子, /sid/,1
seesaw,蹺蹺板, /ˈsiˌsɔ/,1
seldom,很少, /ˈsɛldəm/,1
sell,賣, /sɛl/,1
send,寄送, /sɛnd/,1
senior high school,高中, /ˈsinjɚ haɪ skul/,1
september,九月, /sɛpˈtɛmbɚ/,1
serious,嚴肅的；認真的, /ˈsɪriəs/,1
servant,僕人, /ˈsɝvənt/,1
seven,七, /ˈsɛvən/,1
seventeen,十七, /ˌsɛvənˈtin/,1
seventy,七十, /ˈsɛvənti/,1
several,幾個；數個, /ˈsɛvrəl/,1
shake,握手；搖晃, /ʃek/,1
shall,將要, /ʃæl/,1
shape,形狀, /ʃep/,1
shark,鯊魚, /ʃɑrk/,1
she,她, /ʃi/,1
sheep,綿羊, /ʃip/,1
shine,發光, /ʃaɪn/,1
ship,船, /ʃɪp/,1
shirt,襯衫, /ʃɝt/,1
shoe,鞋子, /ʃu/,1
shop,商店；購物, /ʃɑp/,1
shopkeeper,店主, /ˈʃɑpˌkipɚ/,1
short,矮的；短的, /ʃɔrt/,1
shorts,短褲, /ʃɔrts/,1
should,應該, /ʃʊd/,1
shoulder,肩膀, /ˈʃoldɚ/,1
show,展示；表演, /ʃo/,1
shower,淋浴, /ˈʃaʊɚ/,1
shy,害羞的, /ʃaɪ/,1
sick,生病的, /sɪk/,1
side,邊；側, /saɪd/,1
sidewalk,人行道, /ˈsaɪdˌwɔk/,1
sign,標誌；簽名, /saɪn/,1
silver,銀色的；白銀, /ˈsɪlvɚ/,1
simple,簡單的, /ˈsɪmpl/,1
since,自從..., /sɪns/,1
sing,唱歌, /sɪŋ/,1
singer,歌手, /ˈsɪŋɚ/,1
sir,先生, /sɝ/,1
sister,姊妹, /ˈsɪstɚ/,1
sit,坐, /sɪt/,1
six,六, /sɪks/,1
sixteen,十六, /ˌsɪksˈtin/,1
sixty,六十, /ˈsɪkst/i,1
size,尺寸, /saɪz/,1
skate,溜冰, /sket/,1
skirt,裙子, /skɝt/,1
sky,天空, /skaɪ/,1
sleep,睡覺, /slip/,1
slide,溜滑梯, /slaɪd/,1
slim,苗條的, /slɪm/,1
slow,慢的, /slo/,1
small,小的, /smɔl/,1
smart,聰明的, /smɑrt/,1
smell,聞起來；氣味, /smɛl/,1
smile,微笑, /smaɪl/,1
smoke,抽煙；煙, /smok/,1
snack,零食, /snæk/,1
snake,蛇, /snek/,1
snow,下雪；雪, /sno/,1
snowy,下雪的, /ˈsnoi/,1
so,所以, /so/,1
sock,襪子, /sɑk/,1
soda,汽水, /ˈsodə/,1
sofa,沙發, /ˈsofə/,1
soft,柔軟的, /sɔft/,1
soldier,士兵, /ˈsoldʒɚ/,1
some,一些, /sʌm/,1
someone/somebody,某人, /ˈsʌmˌwʌn/ /ˈsʌmˌbɑdi/,1
something,某事, /ˈsʌmˌθɪŋ/,1
sometimes,有時候, /ˈsʌmˌtaɪmz/,1
somewhere,某處, /ˈsʌmˌwɛr/,1
son,兒子, /sʌn/,1
song,歌曲, /sɔŋ/,1
soon,很快, /sun/,1
sore,疼痛的, /sɔr/,1
sorry,抱歉的, /ˈsɑri/,1
sound,聽起來；聲音, /saʊnd/,1
soup,湯, /sup/,1
sour,酸的, /ˈsaʊɚ/,1
south,南方, /saʊθ/,1
spaghetti,義大利麵, /spəˈɡɛti/,1
speak,說（語言）, /spik/,1
special,特別的, /ˈspɛʃəl/,1
spell,拼字, /spɛl/,1
spend,花費（時間/金錢）, /spɛnd/,1
spoon,湯匙, /spun/,1
sports,運動, /spɔrts/,1
spring,春天；溫泉, /sprɪŋ/,1
square,正方形；廣場, /skwɛr/,1
stairs,樓梯, /stɛrz/,1
stamp,郵票；蓋章, /stæmp/,1
stand,站立, /stænd/,1
star,星星；明星, /stɑr/,1
start,開始, /stɑrt/,1
station,車站, /ˈsteʃən/,1
stay,停留, /ste/,1
steak,牛排, /stek/,1
steal,偷竊, /stil/,1
still,仍然, /stɪl/,1
stomach,胃, /ˈstʌmək/,1
stomachache,胃痛, /ˈstʌməkˌek/,1
stop,停止；車站, /stɑp/,1
store,商店, /stɔr/,1
story,故事, /ˈstɔri/,1
straight,直的, /stret/,1
strange,奇怪的；陌生的, /strendʒ/,1
stranger,陌生人, /ˈstrendʒɚ/,1
strawberry,草莓, /ˈstrɔˌbɛri/,1
street,街道, /strit/,1
strong,強壯的, /strɔŋ/,1
student,學生, /ˈstudnt/,1
study,研讀, /ˈstʌdi/,1
stupid,笨拙的, /ˈstujpəd/,1
subway,地鐵, /ˈsʌbˌwe/,1
sugar,糖, /ˈʃʊɡɚ/,1
summer,夏天, /ˈsʌmɚ/,1
sun,太陽, /sʌn/,1
sunday,星期日, /ˈsʌnde/,1
sunny,晴朗的, /ˈsʌni/,1
supermarket,超級市場, /ˈsupɚˌmɑrkɪt/,1
sure,確定的, /ʃʊr/,1
surf,衝浪, /sɝf/,1
surprise,驚喜；使驚訝, /sɚˈpraɪz/,1
surprised,感到驚訝的, /sɚˈpraɪzd/,1
sweater,毛衣, /ˈswɛtɚ/,1
sweet,甜的；可愛的, /swit/,1
swim,游泳, /swɪm/,1
table,桌子, /ˈtebl/,1
tail,尾巴, /tel/,1
take,拿；搭乘；花費, /tek/,1
talk,說話, /tɔk/,1
tall,高的, /tɔl/,1
tape,膠帶；錄音帶, /tep/,1
taste,品嚐；味道, /test/,1
taxi,計程車, /ˈtæksi/,1
tea,茶, /ti/,1
teach,教導, /titʃ/,1
teacher,老師, /ˈtitʃɚ/,1
team,團隊, /tim/,1
teenager,青少年, /ˈtinˌedʒɚ/,1
telephone,電話, /ˈtɛləˌfon/,1
television/tv,電視, /ˈtɛləˌvɪʒən/,1
tell,告訴, /tɛl/,1
ten,十, /tɛn/,1
tennis,網球, /ˈtɛnɪs/,1
tent,帳篷, /tɛnt/,1
terrible,糟糕的, /ˈtɛrəbl/,1
test,測驗, /tɛst/,1
than,比（比較級）, /ðæn/,1
thank,感謝, /θæŋk/,1
that,那一個, /ðæt/,1
the,這；那, /ðə/,1
theater,戲院；劇院, /ˈθiətɚ/,1
then,然後；那時, /ðɛn/,1
there,那裡, /ðɛr/,1
these,這些, /ðiz/,1
they,他們, /ðe/,1
thin,瘦的；薄的, /θɪn/,1
thing,事情；東西, /θɪŋ/,1
think,思考, /θɪŋk/,1
third,第三, /θɝd/,1
thirsty,口渴的, /ˈθɝsti/,1
thirteen,十三, /θɝˈtin/,1
thirty,三十, /ˈθɝti/,1
this,這一個, /ðɪs/,1
those,那些, /ðoz/,1
though,雖然, /ðo/,1
thousand,千, /ˈθaʊznd/,1
three,三, /θri/,1
throw,丟, /θro/,1
thursday,星期四, /ˈθɝzde/,1
ticket,票, /ˈtɪkɪt/,1
tidy,整潔的, /ˈtaɪdi/,1
tie,領帶；繫, /taɪ/,1
tiger,老虎, /ˈtaɪɡɚ/,1
time,時間；次數, /taɪm/,1
tired,累的, /ˈtaɪɚd/,1
to,到；向, /tu/,1
toast,吐司, /tost/,1
today,今天, /təˈde/,1
together,一起, /təˈɡɛðɚ/,1
tomato,番茄, /təˈmeto/,1
tomorrow,明天, /təˈmɑro/,1
tonight,今晚, /təˈnaɪt/,1
too,太；也, /tu/,1
tooth,牙齒, /tuθ/,1
toothache,牙痛, /ˈtuθˌek/,1
toothbrush,牙刷, /ˈtuθˌbrʌʃ/,1
top,頂端, /tɑp/,1
touch,觸摸, /tʌtʃ/,1
towel,毛巾, /ˈtaʊəl/,1
town,城鎮, /taʊn/,1
toy,玩具, /tɔɪ/,1
traffic,交通, /ˈtræfɪk/,1
train,火車；訓練, /tren/,1
trash,垃圾, /træʃ/,1
travel,旅行, /ˈtrævl/,1
tree,樹, /tri/,1
trick,惡作劇；特技, /trɪk/,1
trip,旅程, /trɪp/,1
trouble,麻煩, /ˈtrʌbl/,1
truck,卡車, /trʌk/,1
true,真實的, /tru/,1
try,嘗試, /traɪ/,1
t-shirt,T恤, /ˈtiˌʃɝt/,1
tuesday,星期二, /ˈtuzde/,1
turkey,火雞, /ˈtɝki/,1
turn,轉動；輪到, /tɝn/,1
twelve,十二, /twɛlv/,1
twenty,二十, /ˈtwɛnti/,1
two,二, /tu/,1
typhoon,颱風, /taɪˈfun/,1
umbrella,雨傘, /ʌmˈbrɛlə/,1
uncle,伯父；叔父；舅舅, /ˈʌŋkl/,1
under,在...下面, /ˈʌndɚ/,1
understand,理解, /ˌʌndɚˈstænd/,1
unhappy,不快樂的, /ʌnˈhæpi/,1
uniform,制服, /ˈjunəˌfɔrm/,1
until,直到..., /ənˈtɪl/,1
up,向上, /ʌp/,1
upon,在...之上, /əˈpɔn/,1
us,我們（受格）, /ʌs/,1
use,使用, /juz/,1
useful,有用的, /ˈjusfəl/,1
usually,通常, /ˈjuʒuəli/,1
vacation,假期, /veˈkeʃən/,1
vegetable,蔬菜, /ˈvɛdʒtəbl/,1
very,非常, /ˈvɛri/,1
video,影片, /ˈvɪdio/,1
violin,小提琴, /ˌvaɪəˈlɪn/,1
visit,造訪；參觀, /ˈvɪzɪt/,1
voice,聲音, /vɔɪs/,1
wait,等待, /wet/,1
waiter/waitress,服務生, /ˈwetɚ/ /ˈwetrɪs/,1
wake,醒來, /wek/,1
walk,走路, /wɔk/,1
wall,牆壁, /wɔl/,1
wallet,皮夾, /ˈwɑlɪt/,1
want,想要, /wɑnt/,1
warm,溫暖的, /wɔrm/,1
wash,洗, /wɑʃ/,1
watch,手錶；觀看, /wɑtʃ/,1
water,水, /ˈwɔtɚ/,1
watermelon,西瓜, /ˈwɔtɚˌmɛlən/,1
wave,揮手；海浪, /wev/,1
way,道路；方法, /we/,1
we,我們, /wi/,1
weak,虛弱的, /wik/,1
wear,穿著, /wɛr/,1
weather,天氣, /ˈwɛðɚ/,1
wednesday,星期三, /ˈwɛnzde/,1
week,星期；週, /wik/,1
weekend,週末, /ˈwikˌɛnd/,1
welcome,歡迎, /ˈwɛlkəm/,1
well,好地；健康地, /wɛl/,1
west,西方, /wɛst/,1
wet,濕的, /wɛt/,1
what,什麼, /hwʌt/,1
wheel,輪子, /hwil/,1
when,何時, /hwɛn/,1
where,何處, /hwɛr/,1
whether,是否, /ˈhwɛðɚ/,1
which,哪一個, /hwɪtʃ/,1
white,白色的, /hwaɪt/,1
who,誰, /hu/,1
whose,誰的, /huz/,1
why,為什麼, /hwaɪ/,1
wife,妻子, /waɪf/,1
win,贏得, /wɪn/,1
wind,風, /wɪnd/,1
window,窗戶, /ˈwɪndo/,1
windy,颳風的, /ˈwɪndi/,1
winner,贏家, /ˈwɪnɚ/,1
winter,冬天, /ˈwɪntɚ/,1
wise,明智的, /waɪz/,1
wish,祝福；願望, /wɪʃ/,1
with,和...一起；用, /wɪð/,1
without,沒有..., /wɪˈðaʊt/,1
woman,女人, /ˈwʊmən/,1
women,女人（複數）, /ˈwɪmɪn/,1
wonderful,美好的, /ˈwʌndɚfəl/,1
word,單字, /wɝd/,1
work,工作, /wɝk/,1
worker,工人；工作者, /ˈwɝkɚ/,1
world,世界, /wɝld/,1
worry,擔心, /ˈwɝi/,1
write,寫, /raɪt/,1
writer,作家, /ˈraɪtɚ/,1
wrong,錯誤的, /rɔŋ/,1
year,年份, /jɪr/,1
yellow,黃色的, /ˈjɛlo/,1
yes,是的, /jɛs/,1
yesterday,昨天, /ˈjɛstɚde/,1
yet,還（沒）, /jɛt/,1
you,你；你們, /ju/,1
young,年輕的, /jʌŋ/,1
zoo,動物園, /zu/,1
